	14-3-3_beta-R-V	14-3-3_epsilon-M-C	14-3-3_zeta-R-V	4E-BP1-R-V	4E-BP1_pS65-R-V	4E-BP1_pT37_T46-R-V	A-Raf_pS299-R-C	ACC_pS79-R-V	ACVRL1-R-C	ADAR1-M-V	Akt-R-V	Akt_pS473-R-V	Akt_pT308-R-V	AMPK_alpha-R-C	AMPK_pT172-R-V	Annexin-1-M-E	Annexin_VII-M-V	AR-R-V	DIRAS3-M-E	ASNS-R-V	Bad_pS112-R-V	Bax-R-V	Bcl-2-M-V	Bcl-xL-R-V	beta-Catenin-R-V	Bid-R-C	Bim-R-V	c-Kit-R-V	c-Met-M-E	c-Myc-R-C	C-Raf-R-V	Caspase-7_cleavedD198-R-C	Caspase-8-M-E	Caveolin-1-R-V	CD20-R-C	CD31-M-V	CD49b-M-V	CDK1-R-V	Chk1_pS345-R-C	cIAP-R-V	Claudin-7-R-V	Collagen_VI-R-V	Cyclin_B1-R-V	Cyclin_D1-R-V	Cyclin_E1-M-V	Cyclin_E2-R-C	Dvl3-R-V	E-Cadherin-R-V	eEF2K-R-V	EGFR-R-V	eIF4E-R-V	eIF4G-R-C	ER-alpha-R-V	ER-alpha_pS118-R-V	ERCC1-M-V	ERK2-R-E	ETS-1-R-V	FASN-R-V	FoxM1-R-V	FOXO3a-R-C	FOXO3a_pS318_S321-R-C	G6PD-M-V	GAPDH-M-C	GATA3-M-V	GSK3-alpha-beta-M-V	GSK3-alpha-beta_pS21_S9-R-V	HER2-M-V	HER2_pY1248-R-C	HER3-R-V	HER3_pY1289-R-C	Heregulin-R-V	HSP70-R-C	IGFBP2-R-V	IRS1-R-V	JAB1-M-C	JNK_pT183_pY185-R-V	JNK2-R-C	Ku80-R-C	Lck-R-V	LKB1-M-E	MAPK_pT202_Y204-R-V	MEK1-R-V	MEK1_pS217_S221-R-V	MIG-6-M-V	MSH2-M-V	MSH6-R-C	mTOR-R-V	mTOR_pS2448-R-C	MYH11-R-V	Myosin-IIa_pS1943-R-V	N-Cadherin-R-V	N-Ras-M-V	NDRG1_pT346-R-V	NF-kB-p65_pS536-R-C	NF2-R-C	Notch1-R-V	P-Cadherin-R-C	p27-R-V	p27_pT157-R-C	p27_pT198-R-V	p38_pT180_Y182-R-V	p70S6K-R-V	p70S6K_pT389-R-V	p90RSK-R-C	p90RSK_pT359_S363-R-C	PAI-1-M-E	PARP_cleaved-M-E	PDCD4-R-C	PDK1-R-V	PDK1_pS241-R-V	PEA15-R-V	PEA15_pS116-R-V	PI3K-p110-alpha-R-C	PI3K-p85-R-V	PKC-alpha-M-V	PKC-delta_pS664-R-V	PKC-pan_BetaII_pS660-R-V	PR-R-V	PRAS40_pT246-R-V	PREX1-R-E	PTEN-R-V	Rab11-R-E	Rab25-R-V	Raptor-R-V	Rb-M-E	Rb_pS807_S811-R-V	RBM15-R-V	Rictor-R-C	Rictor_pT1135-R-V	S6-R-E	S6_pS235_S236-R-V	SCD-M-V	SETD2-R-E	SF2-M-V	Smac-M-E	Smad1-R-V	Smad3-R-V	Smad4-M-V	Snail-M-E	Src-M-V	Src_pY416-R-C	Src_pY527-R-V	STAT3_pY705-R-V	STAT5-alpha-R-V	Stathmin-R-V	Syk-M-V	TFRC-R-V	Transglutaminase-M-V	TSC1-R-C	Tuberin_pT1462-R-V	VEGFR2-R-V	XBP1-G-C	YB-1-R-V	YB-1_pS102-R-V	A-Raf-R-V	B-Raf_pS445-R-V	Bcl2A1-R-V	BRD4-R-V	c-Abl-R-V	CD26-R-V	Chk1_pS296-R-V	COG3-R-V	DUSP4-R-V	ERCC5-R-C	IGF1R_pY1135_Y1136-R-V	IRF-1-R-C	Jak2-R-V	p16_INK4a-R-V	SHP-2_pY542-R-C	CDK1_pY15-R-C	Subtype
TCGA-UZ-A9PM-01	0.275275279	0.260899357	-0.083019003	0.234631842	-0.522032424	-1.069936382	-0.060226237	-0.44036949	0.291476329	-0.019953253	-0.407171784	-0.988087193	-0.681633401	-0.376344673	-0.169003248	-0.057471688	-0.079934203	-0.277902192	0.46233102	0.367092585	-0.965666965	-0.236829059	-0.006048108	-0.506312303	-0.350745296	0.075637807	0.717190606	0.112759413	0.284677677	0.720109373	0.044284534	0.362318952	-0.012530579	-0.353492867	0.122114257	0.526634247	-0.011860788	0.622931348	-0.098677804	-0.080522731	0.351316969	-0.5010398	0.568804541	0.626984073	-0.066092097	0.00328996	-0.202461047	0.466179527	-0.000918705	0.068138954	0.071902738	-0.062980141	0.820005368	0.128778458	-0.241455335	-0.326243169	0.058863912	0.051296282	0.697011805	0.451839552	0.051672026	0.242059245	-0.981647134	1.384402102	-0.364469913	-1.271098392	-0.273512462	0.245981849	-0.125832997	0.111451705	0.44721159	0.561454747	0.141994134	0.285375989	0.534767017	0.222078615	0.064813649	-0.196736705	0.37418743	-0.02106441	0.139710224	0.276921096	0.100986041	-0.077429769	-0.004024462	-0.212340051	-0.525218335	-0.306656644	-0.560038932	-0.245589158	0.386061138	0.307444289	-1.541385515	0.499935515	-0.255766377	0.299158434	0.448918994	-0.221890111	0.103923306	0.196261181	-0.950022119	-0.505470885	0.556009256	0.163509931	0.58386255	0.78016264	0.354281199	-0.840478129	-0.167270719	-0.143779728	-0.143599043	0.22874028	-0.054190739	0.007202777	-0.131397465	-0.001630804	-0.741985444	0.233296313	-0.355871869	0.475872129	-0.513606392	0.23272243	0.846342296	-0.426756565	0.094852402	-0.258755345	-0.923845388	-0.371002401	-0.168900374	-0.12895029	-0.351718118	0.395041825	0.314489742	0.129789896	-0.315555679	-0.137271648	-0.129173348	0.27943874	0.317574188	-0.095293536	0.044309474	-1.024756218	-0.391205108	0.005966635	0.443497002	0.522480377	-0.101651154	-0.302134875	-0.136626463	-0.094355622	-0.197749673	0.202905066	-0.270900544	-0.104660115	0.083713152	-0.55317919	0.327839659	-0.410531332	0.217227286	-0.221236394	-0.077673857	-0.241279337	0.444164269	-0.497499219	0.070553891	0.011296478	-0.24102835	0.147099523	0.133766538	0.465556089	1.0
TCGA-G7-6796-01	0.4227091	0.245818391	0.518124992	-0.91522708	-0.225803193	-0.018704339	-0.113669507	0.297258263	0.287444639	-0.425508321	-0.274785912	0.462211294	1.030925462	0.161411344	-0.586664711	-0.735819268	0.083521343	-0.174739268	-0.130371065	0.265143105	-0.282141094	0.195353992	0.009439149	0.130374683	-0.316321785	0.250813981	-0.226608017	0.26981396	-0.21263966	0.237892455	0.093767578	0.350923296	-0.013644857	1.446053956	0.13654655	0.285859311	-0.152023609	0.116625908	-0.034341592	0.077132012	-0.401797212	0.013840108	-0.476852716	0.761374419	-0.43755264	-0.033646169	-0.478433366	-1.400305424	-0.93664034	-0.163581271	-0.396933849	-0.772116585	0.006680906	0.189607355	-0.608196804	0.559060333	0.476766073	-0.004456454	-0.115566492	-0.143818356	0.250713601	0.360752755	0.386758461	-0.027144937	0.164718596	-0.226884949	-1.045925566	-0.255081752	-0.083458546	0.180912192	0.26697642	1.17422347	-0.224051992	0.32370457	-0.298251116	0.077069117	-0.251843835	-0.524595565	0.531231028	0.143905097	-0.031049777	-0.868320907	0.137320693	-0.271695847	-0.346495418	-0.3582574	-0.156810216	0.082207858	0.346542363	0.370160966	0.422751608	-0.01174326	-1.537385795	0.285092153	-0.199401574	-0.080004105	0.040789735	-0.33001959	-0.189440311	0.193683064	0.18412808	-0.582753657	-0.016121931	-0.243108145	0.267820819	0.002679334	-0.093155344	0.252301566	-0.167627356	0.069588536	0.539040265	1.588740738	-0.12269523	0.161060383	-0.317697467	-0.029444666	-0.204932193	0.109979344	-0.291385524	-0.046685017	-1.059390298	0.379218318	-0.286677525	0.183426218	0.099370586	-0.194836962	-0.67930017	-0.395726777	0.150788287	-0.682814269	0.220561698	-0.103311879	0.362888662	0.160124472	-0.202300189	-0.211254832	0.186252735	-0.081842018	0.065103011	0.170491418	0.031290515	-0.889950418	0.016607824	-1.351186492	0.364362011	-0.196879599	-0.355157731	-0.071190481	-0.333357603	0.128442528	0.22638084	0.021504489	0.521423176	0.236674297	0.055686083	0.053972299	0.146128905	-0.624274851	0.080056603	-0.025040336	0.215710532	-0.102581478	-0.202925771	0.452193851	0.039307636	0.13415062	-0.118705229	-0.267633653	-0.575003579	-0.281973379	1.0
TCGA-B1-5398-01	0.327807857	0.076101965	-0.492683699	0.60114296	-0.260637679	-0.704072796	0.359327248	0.088217402	0.117303954	0.211471253	-0.348522028	-0.512733822	-0.693875974	-0.267130887	-0.075049471	-0.085258501	0.263905849	-0.492621452	0.829274014	0.206464577	0.013052209	-0.122393347	-0.288000298	-0.784416464	-0.523235918	-0.317022341	-0.003664712	-0.038533644	0.333938103	0.414488865	0.112786773	0.05282505	0.01245579	-0.473910843	0.158271578	0.932084766	0.247654581	0.80848864	0.224266976	-0.060429619	-0.022596114	-0.207620412	0.841129483	-0.437675763	-0.044525388	0.051467895	-0.258018118	-0.21767283	0.028089664	-0.252084124	0.102531281	0.361778693	0.796050969	0.026770179	0.031305491	-0.412908208	-0.18165871	-0.058200523	1.018865217	0.900138455	0.064338955	0.964168517	-0.589969337	1.989400987	-0.634488019	-0.416740795	-0.767083146	0.248120501	0.941133511	-0.050106321	-0.171646796	0.170533944	0.309103184	0.027141532	1.120640645	0.387329922	0.088018079	-0.23503527	0.161258343	-0.034750565	0.438126526	0.397622455	-0.153343242	0.03525661	0.225428111	-0.116125886	-0.422853472	-0.014553959	0.511249817	-0.435795277	-0.237954383	0.672690743	-1.441851943	-0.11721501	-0.402998149	0.467055151	0.706214086	-0.028952354	0.324333215	0.24671902	-0.473109708	-0.110266969	0.579479795	0.022643905	0.457947649	0.064743354	0.835176477	-0.172900113	-0.080248642	-0.098546328	-0.398176787	-0.637070266	0.040439199	-0.231897438	0.084777347	0.136286166	-0.198801565	0.267369489	-0.155484308	0.559735654	-0.350386774	0.201533375	0.669606939	-0.707831609	0.155371323	0.206522651	-0.505737752	0.055359294	-0.178643656	-0.270948422	0.168763167	0.851021293	0.293860188	0.235282836	0.338994419	-0.235649247	-0.115582285	0.543010946	0.598279527	-0.084789643	0.270297323	-0.218208455	-0.337756247	0.446070078	0.109455605	0.357375002	-0.634959046	0.41286973	-0.162026887	-0.229697212	-0.677345294	0.531497009	-0.470147509	0.003664712	-0.332179864	-0.45817872	-0.425498875	-0.593382764	-0.579933488	0.240391884	-0.460737931	-0.057578553	0.640638749	-0.510883006	-0.131194624	-0.357951207	-0.392629754	1.007107595	0.333708092	0.552496065	1.0
TCGA-F9-A4JJ-01	-0.082397021	-0.295083314	0.036688442	0.124219509	0.011977371	0.307351056	-0.193379073	-0.572478146	0.014257729	0.00744816	0.142865962	0.075670006	0.01483245	-0.493023349	0.065861727	0.201889116	-0.195773953	-0.306306308	-0.044516657	0.855382892	0.205278064	-0.261723314	-0.153949782	0.424221014	-0.284595942	-0.108686444	0.281237897	0.870764267	-0.378400088	-0.26208392	0.038404478	1.121370719	-0.140895911	1.189946963	-0.194297962	0.225720632	-0.056933277	-0.079742529	0.001611771	-0.166362039	-0.274776536	0.205585258	0.16340717	-0.247916576	-0.19822976	0.775113126	0.154129527	1.123584552	-0.36912233	-0.306650594	0.317026071	0.379893068	0.075538627	-0.12008	-0.536730164	-0.057125971	-0.029457228	-0.552792879	-0.224710373	-0.110875849	0.113923678	-0.162090122	-1.003972639	2.07089506	0.113503084	0.074980224	-0.517669038	-0.121616839	-0.864085335	-0.046254007	-0.43377004	0.736551384	0.210662543	0.011883124	-0.495630661	0.174293666	-0.214405489	-0.471975831	0.831398718	0.0626165	0.746225717	0.629597058	0.031573972	-0.275233481	-0.146925859	0.121667765	-0.491376238	-0.005212671	3.627009865	0.626525913	0.062620274	-0.182441927	1.626661789	0.447824407	-0.659389981	0.101825114	-0.035864637	0.228543823	-0.114852574	0.049121398	0.340499109	-0.208273511	-0.214723929	-0.751839503	0.276245257	1.03644695	-0.010919696	1.259305294	-0.291658753	-0.290348979	0.496932802	-0.476530573	-0.046332681	0.059816825	-0.44424219	-0.197070563	0.070592521	0.027142456	0.04888393	0.393484716	0.188036455	-0.159953653	0.434711083	-0.391426339	-0.102243607	-0.017239349	-0.243017976	1.383196422	0.023708992	-0.089788933	0.377344181	-0.371134048	0.033998488	-0.350597413	-0.446188938	0.11924255	-0.181087222	-0.132819258	-0.058637848	-0.159128722	0.19347802	0.81942149	0.355663268	-0.351343384	0.208766155	0.02028865	1.010840904	-0.194939673	0.357629259	-0.125111218	0.571875814	-0.335488481	-0.136554876	0.087464039	0.100507585	-0.08146663	0.063857954	0.402293377	0.072183533	-1.202109561	0.102828741	-0.158994887	0.610872688	0.288241282	0.056419731	-0.05774381	-0.089571148	-0.275673376	0.31211351	-0.082978684	1.0
TCGA-UZ-A9PX-01	0.092920318	0.284375171	0.280716897	-0.480769148	-0.096718716	0.219633342	-0.173233843	0.242150327	-0.023474431	-0.232412753	0.404160764	0.14503089	0.452210699	0.266381178	-0.066674991	0.008334701	0.064754278	0.516464807	-0.259166487	-0.092482015	-0.178003146	0.090350281	0.064973385	0.232851929	0.54159725	-0.083320417	-0.412937668	-0.058972321	0.074106059	0.002795918	-0.01691907	-0.327871203	-0.014554998	-0.201758974	-0.030178837	0.109063041	0.068066942	-0.083666368	0.080568759	0.002940303	0.477462297	-0.337165534	-0.362777814	0.06776372	-0.495361532	-0.124524276	-0.260242011	0.812094225	0.278595103	0.179627735	-0.192848933	-0.466835958	0.601984692	0.1789959	-0.203172772	0.443740484	0.470910521	-0.167292889	-0.238396823	-0.240187417	0.093727972	-0.031798233	0.834607475	-0.245488964	-0.097734292	0.234939366	0.479492693	-0.061376249	0.21879805	-0.028206474	0.142318044	-0.632532383	0.025774105	0.282623913	0.003197065	-0.072379184	0.219506577	0.177014143	0.235587306	-0.319500684	-0.592692218	-0.32885208	-0.197742593	-0.281228159	-0.300343196	-0.12158479	0.35177444	0.340197519	-0.612112748	-0.100214764	0.22159525	-0.234396815	0.230954167	-0.165121568	0.285505912	-0.115165825	0.035113213	-0.165767355	-0.142458478	-0.236461087	0.871370171	-0.081356313	0.220287681	0.454140724	-0.011491814	-0.45210217	-0.259758189	-0.048291112	0.13481474	0.335287745	0.230826951	1.756818142	0.017944682	0.11888403	0.410957782	0.231291213	0.409366369	0.093277569	-0.064203549	-0.164766768	0.401036803	0.172149486	-0.490416759	0.24018045	0.022323639	0.129021242	0.295985454	-0.346525061	-0.060425253	-0.018178703	0.100126436	0.013481484	-0.107660353	-0.027589213	-0.024142789	-0.001148872	0.21581801	-0.144353929	-0.110437092	0.16311753	-0.262302684	0.305874538	0.043781347	-0.0343125	-0.285673015	0.626014032	0.509570703	0.961832908	-0.174378626	-0.098248875	-0.071784066	0.015310053	1.057901405	0.053585002	0.002393058	0.100382395	-0.172168173	-0.077825148	0.159890836	0.469628863	-0.16026004	0.369476242	-0.060382195	0.161133437	-0.235631187	0.129110354	0.041619269	0.060847867	-0.270780969	-0.249514915	1.0
TCGA-UZ-A9Q1-01	0.11378288	-0.145622078	-0.586692112	0.304790026	-0.166489703	-0.469561027	0.134301739	0.074140067	0.106611021	0.193152845	-1.257844985	1.144141607	0.729237553	-0.442376695	-0.242058734	-0.076420034	-0.005663278	-0.104160701	1.096511255	0.329639891	-0.375005565	-0.255424703	-0.256165358	-0.391947596	-0.221403424	-0.547305801	0.221580316	0.01012389	0.412475007	0.860345675	-0.443866848	-0.021917354	-0.407767468	-0.284098043	0.256056122	0.723212794	0.206489906	0.771112421	0.228961969	-0.129561141	-0.320034577	-0.792065017	1.174440532	-0.050664001	-0.183863708	0.128059814	0.197382655	0.594377509	0.398639413	0.020970593	0.044665652	0.62463732	1.214337591	0.291045691	0.259387011	-0.323281176	0.330510756	0.068171511	1.109429389	0.707072538	0.263752973	0.195648062	0.198345362	2.024095396	-0.620628439	0.38675416	-0.462762653	0.460901949	-0.315625977	-0.104001775	0.15078721	-0.469316557	0.545840257	0.212145355	1.146479188	0.269753139	0.187043949	-0.279519992	0.072141219	-0.537200066	0.456575261	0.378610657	-0.233195542	0.072181972	0.205021154	0.187190291	-0.751731043	0.082429097	0.527604318	-0.361797441	0.153863244	0.428888937	1.311397393	-0.164117014	-0.249459582	0.466907539	0.808983331	-0.034017687	0.28869539	0.161567384	-0.393958275	-0.444881769	0.922994352	-0.024917245	0.331615612	-0.204310238	0.669159318	-0.275518192	0.057132099	-0.264147125	-0.45515501	1.043366829	0.048496363	-0.500102174	0.275820803	0.237210717	-0.200567223	0.410147811	0.343558364	0.276265924	-1.034030485	0.085960214	0.726706445	-1.078574549	0.068138824	0.397363163	-0.449998959	0.064560418	-0.227775795	-0.735769445	0.266925653	0.545006587	-0.045429822	0.081038956	0.461557912	-0.210508901	-0.128095937	0.291484662	0.646344295	-0.596875506	0.262049977	-0.280331065	-0.309675514	-0.280168724	-0.188599058	-1.478680509	0.059687822	-0.566421494	-0.638526366	-0.066324294	-0.64331005	0.691070992	0.869565453	-0.103832936	-0.838729262	-0.550141206	-0.611511795	-0.580707194	-0.913407602	-0.388177588	-0.594295788	-0.548145992	0.661247641	-0.620291322	-0.230439118	-0.46647405	-0.467120161	-0.037010573	0.323841307	0.512107406	1.0
TCGA-G7-7501-01	-0.18156995	-0.167458644	-0.115554213	0.255384822	-0.032326858	0.593701588	-0.395042535	0.612654966	-0.178449815	0.177280703	0.368092436	0.634561092	0.280460094	0.445014662	0.414478457	-1.418982666	-0.689451729	0.157665042	-0.150636612	-0.242018028	0.677399945	0.193057519	0.401376805	-0.262924886	0.209418236	-0.129481403	0.760411097	-0.367021284	-0.359293123	0.00487242	-0.054465241	-0.221042037	0.072125	-0.35394557	-0.223262102	-0.273307934	0.007854242	-0.156165419	0.176753319	0.402293068	-0.212956607	-0.605753214	1.243613921	-0.246030066	0.325456377	0.050773557	-0.029240445	1.523409224	1.546265028	0.379969719	0.274037372	-0.075770251	-0.034056701	-0.057005018	0.13533223	-0.189151127	-0.063320637	0.603940592	0.500694401	-0.219156482	0.103021969	-0.404162384	0.734960724	-0.383713577	0.256357496	0.965811616	0.101065835	-0.123772746	0.174040587	0.043283551	0.506174856	-0.643272465	-0.504021965	-0.298305423	-0.089976949	0.211354894	0.339087736	-0.061877901	-0.185884244	-0.258560598	-0.096333739	0.58778791	-0.054768335	0.036549111	0.328362277	0.557911921	-0.266961541	0.059134165	-0.287620198	-0.270716137	-0.063762915	-0.094328955	0.904807329	0.340168643	-0.02979041	0.174878989	-0.203160916	-0.347336002	-0.10433652	-0.011094215	1.136939136	0.160031162	-0.223476071	-0.482780563	-0.255474287	-0.280690895	-0.10065681	1.95997823	-0.185352636	-0.146157902	-0.072546742	-0.252444883	0.215879869	-0.031316596	0.201429665	0.22696552	0.575370054	-0.022189699	0.328405667	-0.086787359	0.480341857	-0.290194681	-0.45009057	-0.203780605	-0.010433787	0.713225489	1.177143941	0.101521694	0.062878529	0.518730139	0.754405366	0.143348307	-0.134238347	-0.118505562	-0.135374288	0.001318967	-0.001299939	-0.140210966	-0.105395882	-0.126546638	-0.27855473	1.221899545	-0.60077881	0.609824504	-0.213507013	-0.180034054	1.550945882	-0.391780903	0.348783986	-0.022810899	0.192828561	-0.142727157	-0.429806031	0.138190347	0.29818585	0.29129988	-0.049926321	0.457485613	0.069127835	-0.466610741	0.045513708	0.354779111	-0.097084945	0.068820265	-0.136012444	0.002220365	0.23949313	-0.566976539	-0.00548475	0.280239337	1.0
TCGA-Y8-A894-01	-0.075530278	-0.31127741	-0.246935968	-0.117752076	0.142487641	0.150885452	-0.246322334	-0.302633573	-0.14790934	0.142777964	0.638755127	0.35071394	0.225353388	0.570088374	0.576953098	0.319622205	-0.037205163	0.137049241	-0.044358833	-0.427780558	0.222339008	-0.322457994	0.338548363	-0.300403697	0.791007357	-0.117159854	-0.197684046	-0.343833358	-0.138517042	-0.051805892	0.040443287	-0.439523605	-0.228722892	-1.087466725	-0.128727471	-0.267778272	0.054798589	-0.15195424	0.294374333	0.200872135	0.344716988	-0.676474451	0.231759221	-0.133511572	0.324108895	0.073525458	0.096055019	-0.482828565	0.092002171	-0.003359011	-0.268063934	0.288088544	-0.143724351	-0.036446048	-0.119492678	0.056413384	0.230991284	-0.419746755	0.003359011	0.124488176	0.235909398	-0.588654208	-0.369156232	-0.298503187	0.199079026	1.227538434	0.579071456	0.137841554	0.42591435	-0.049162356	-0.214609352	-0.130946467	1.27563197	-0.174282375	-0.028828367	0.038673596	0.07734127	0.132891001	-0.701395008	-0.150894663	-0.428767702	-0.649245372	-0.102188006	0.129475137	0.249927169	0.29053401	0.577327738	0.638504743	-0.838142129	-0.172831677	0.296020056	-0.012749956	-1.627675133	0.578857078	0.295566842	-0.14726273	-0.23749466	-0.147369659	0.009846787	0.033495178	0.641776955	-0.056282477	0.041685544	-0.010068352	0.011367669	-0.422549417	-0.084215453	0.426784504	-0.083928845	-0.025086029	-0.326088495	-0.139376507	0.211666614	0.124005791	0.360016087	0.435174547	0.819872048	-0.0603958	0.398027591	-0.627713071	0.180293711	-0.213379235	-0.340887515	0.12181662	-0.091847704	0.240161952	0.723506483	0.092139872	0.242664226	0.326642915	-0.516676762	0.103418842	-0.118186677	0.047370764	-0.679706361	0.158744879	-0.051663066	0.170231436	-0.045796835	-0.241541543	0.225999753	0.914718507	-0.070996838	-0.392168676	-0.021276043	1.885502897	-0.569434034	0.025956142	0.266213969	0.217973189	0.739708084	-0.093438872	-0.040051161	0.131191012	0.075033335	0.133115961	-0.117910692	0.873764404	0.338202938	0.523677526	-0.043865113	0.254285944	-0.182417198	0.109464683	-0.0707739	-0.141117911	0.267892545	-0.283857873	0.210592787	0.135423082	1.0
TCGA-DW-7842-01	-0.367149065	-0.282151061	0.068631204	-0.173864254	0.162194281	0.467673198	0.115030018	0.18042649	-0.309185657	0.164532287	0.735186917	2.05124826	1.407056967	0.167736327	0.323708206	0.333790492	-0.255768082	0.995155241	-0.187994927	-0.64086256	0.081781893	-0.593962007	0.149880858	0.222831635	0.625266476	-0.20844254	-0.024921996	-0.479602266	-0.074458845	-0.532855506	-0.054003625	-0.495344776	-0.299290889	-0.950497568	-0.285627976	-0.395901095	-0.294048924	-0.284948024	0.258985425	0.250745028	0.84591409	-0.60353858	-0.252322086	-0.231887779	-0.045656919	-0.151008025	0.159037393	0.461233943	0.11373425	-0.007804485	-0.004395416	0.386533803	-0.308334106	-0.089056419	0.126719635	-0.001310007	-0.167962402	0.11705397	-0.348671537	-0.18955811	0.037416352	-0.712056043	-0.424843153	-0.378134749	0.198075917	0.94976349	1.418277992	0.867198763	0.332106171	0.062680515	0.271457265	-0.338108965	0.418514647	0.150387888	-0.10003365	-0.10730281	0.618388409	0.306318304	-0.508983136	-0.313307345	0.99407119	0.300246463	-0.17810996	-0.00953083	0.207091091	0.462194673	0.591171369	0.49531017	-0.481006128	-0.156816461	0.071515905	-0.287630393	0.478528317	0.409773562	0.37796257	-0.235018371	-0.284549402	0.089975026	-0.11066649	-0.190190158	0.45900783	0.562220775	-0.06228121	0.286403321	-0.226233242	-0.612552293	-0.368566512	-0.221309551	-0.116387992	-0.011844919	-0.234844436	0.120925672	-0.022177059	0.122505515	0.893745925	0.561902162	0.730085763	-0.219732571	0.324888759	-0.445308028	0.450192094	-0.448211573	0.787324907	0.365951194	0.018680361	0.03341639	1.000523592	0.182301498	0.016653741	0.183683857	-1.049783795	-0.285516614	-0.250844955	-0.192867528	-0.547622457	0.196985127	0.164928251	0.009193558	-0.176715814	-0.244163487	0.07938591	1.2711549	0.607788232	0.879082838	-0.375065575	0.978687443	-0.171950979	1.544556325	0.247333376	0.097612443	0.140093519	-0.164835674	-0.084782402	-0.225456944	-0.154824228	0.370528977	-0.250747779	0.734824475	-0.146642282	0.275493313	-0.138179358	0.324269351	-0.355707639	0.5644891	-0.197122564	-0.062588465	0.113359742	-0.384610325	0.478071482	0.010595044	1.0
TCGA-HE-A5NI-01	0.121560557	0.397416792	0.075024707	-0.262936533	-0.271105207	-0.610454239	0.502728595	-0.045169546	0.127580742	-0.00541696	-0.28623345	-0.333129904	0.412802484	0.054629967	-1.444404726	0.132801785	0.041000887	0.119380479	0.28333239	0.223796186	-0.407318067	0.295188382	0.149193701	-0.12113783	0.108849627	0.061797707	0.318320736	0.370439916	0.058807245	0.097812474	0.039447374	-0.104222878	0.218969332	-0.237280541	0.02280447	-0.009222824	0.062755314	-0.003687895	-0.118346491	-0.212198086	0.436373501	0.159063795	-0.138162184	-0.350235848	-0.006856897	0.071355953	0.158665532	0.260774399	0.096566424	0.169569022	-0.114803283	0.249852068	-0.200082622	0.099611317	-0.311919705	-0.142752226	-0.104698683	-0.054518867	0.129422204	-0.001754348	-0.093687964	-0.243457125	0.282432277	-0.0527032	0.112752028	-0.593702748	0.301310066	0.073969933	0.597608185	0.143862619	0.020063612	0.004433363	-0.378493656	0.059053605	-0.03394617	0.056786152	-0.561772117	-0.242690385	-0.399705301	0.268932524	-0.154279899	-0.657796176	0.107668273	-0.195392731	-0.148248596	-0.149090605	0.109570026	-0.442024305	-0.710796386	0.145001527	-0.038933889	0.234644333	-1.603759403	-0.144385497	0.234439356	-0.015332386	0.031311031	0.030465041	0.067566179	0.136861855	-0.479589379	0.106958916	-0.160849616	-0.100232541	-0.042587805	0.158077532	0.202693548	-0.603659574	0.013422001	0.107944777	-0.187371596	-0.604303642	-0.057027573	-0.171572107	-0.13668222	-0.206689866	-0.486290087	0.096885114	-0.166504781	-0.352103163	-0.303328028	0.491085937	-0.128190245	0.08289491	0.12941402	-0.459763632	-0.731551497	-0.392492061	0.040355185	0.336185801	-0.980974015	0.001754348	0.11941443	-0.012091684	0.373992129	-0.070479348	-0.150955944	0.11530744	0.135365742	0.297700836	-0.121431103	-0.504054526	-0.277746137	-0.96154705	0.284708383	-0.428516356	-0.358516793	0.059921553	0.122896347	-0.025409075	0.637865629	-0.030335914	-0.316211239	0.049376666	-0.035015527	-0.129471493	0.03720402	-0.210574193	0.133524816	0.572596672	0.210219608	0.08443743	-0.351148099	-0.206392063	0.152851487	-0.174090987	0.008857645	-0.14079779	-0.286939601	0.017723389	1.0
