sample	TCGA-KM-8442-01	TCGA-KN-8428-01	TCGA-KN-8430-01	TCGA-KL-8343-01	TCGA-KL-8324-01	TCGA-KN-8421-01	TCGA-KL-8333-01	TCGA-KM-8441-01	TCGA-KL-8335-01	TCGA-KN-8427-01	TCGA-KO-8407-01	TCGA-KL-8346-01	TCGA-KO-8405-01	TCGA-KO-8408-01	TCGA-KO-8410-01	TCGA-KO-8416-01	TCGA-KL-8338-01	TCGA-KO-8406-01	TCGA-KN-8432-01	TCGA-KL-8334-01	TCGA-KL-8332-01	TCGA-KO-8415-01	TCGA-KL-8330-01	TCGA-KM-8438-01	TCGA-KN-8434-01	TCGA-KN-8423-01	TCGA-KM-8476-01	TCGA-KN-8418-01	TCGA-KO-8413-01	TCGA-KO-8417-01	TCGA-KN-8425-01	TCGA-KO-8411-01	TCGA-KN-8424-01	TCGA-KL-8336-01	TCGA-KO-8403-01	TCGA-KN-8436-01	TCGA-KM-8439-01	TCGA-KN-8435-01	TCGA-KN-8429-01	TCGA-KL-8340-01	TCGA-KM-8440-01	TCGA-KM-8639-01	TCGA-KL-8329-01	TCGA-KN-8419-01	TCGA-KL-8328-01	TCGA-KL-8325-01	TCGA-KO-8409-01	TCGA-KM-8443-01	TCGA-KL-8337-01	TCGA-KL-8326-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8341-01	TCGA-KL-8327-01	TCGA-KL-8342-01	TCGA-KL-8339-01	TCGA-KO-8404-01	TCGA-KO-8414-01	TCGA-KN-8426-01	TCGA-KN-8431-01	TCGA-KN-8433-01	TCGA-KL-8331-01	TCGA-KN-8437-01
Src-M-V	0.332002503	-0.348029234	-0.351581806	-0.051513581	0.560972394	-0.232416047	0.338476851	-0.368549672	-0.554872415	-0.171041004	-0.351490579	0.532499102	0.226165262	-0.375302197	0.082543907	-0.274269136	0.434359518	-0.063981435	0.142741086	0.152175386	0.390824834	0.154545232	-0.139304358	-0.023476115	0.232191647	0.152264095	-0.486523721	-0.43210773	0.5851506	-0.385910657	0.31493839	-0.426170962	0.204088906	-0.215395961	0.130903899	-0.352672107	-0.266872054	-0.144081722	0.301523462	0.417380864	-0.020219541	-0.086903369	0.289485753	-0.067407774	-0.431305308	-0.029729448	0.197073585	0.416109462	-0.095043554	-0.288845435	-0.289600504	-0.082499251	-0.122833885	-0.144442804	-0.11303352	-0.276152044	-0.254539861	0.344372174	0.370231576	-0.549798894	-0.013698217	0.283227151	-0.207022219
Src_pY416-R-C	0.210677525	-0.481464925	0.450435017	0.316746837	-0.811581364	0.172243088	0.325077662	0.479285455	0.03667024	-0.473523159	0.085895422	-1.113477864	-0.298418996	-0.585946837	0.40908003	0.33797454	-0.133349251	0.382756545	0.066035586	-0.564680491	-0.201152489	-0.206780967	0.062319733	-0.426083129	-0.014236935	0.821995848	0.162099789	-0.039099691	-0.336341732	0.260587547	-0.221697506	0.348458833	-0.113359786	0.246019177	-0.741490692	0.471193904	0.478442904	0.368285378	-0.764465525	-0.490338306	-0.342668174	0.147541081	-0.48564498	0.260182555	-0.430453897	0.491810512	0.021892436	-0.449762398	-0.257405368	0.120100415	0.326342961	0.471424335	-0.074934901	0.067396674	-0.25584654	-0.01814703	-1.233412893	-0.597262825	-0.289789581	0.121848361	-0.025270092	-0.385746037	0.533529787
Src_pY527-R-V	1.189228689	-0.868256338	0.364632731	0.314380831	-1.071453981	-0.217947499	1.199501412	0.597294959	-0.58020256	-1.089296277	0.080739031	-1.422940181	1.202912388	-0.840780872	1.4705576	0.067398139	-0.657858101	0.620957199	0.179355689	-1.235247548	-0.940910556	-0.207166528	-0.085559514	-0.403293349	-0.076807122	0.866560566	0.183572004	0.224504336	0.276118063	-0.01858006	0.009450462	0.279843394	0.606346906	0.399286375	0.383461408	0.354005631	0.697663972	0.171983423	-1.177266588	-0.869782851	-0.393696337	-0.008367954	-0.619592355	0.074588771	-0.668502131	1.027080683	1.148711539	-0.974009681	-0.948709087	-0.147732991	0.324952343	0.425507149	-0.554608693	-0.197987989	-0.031580984	-0.339462212	-1.553805858	-0.621361245	-0.004353071	0.498297327	-0.205817408	-0.584793068	0.460255449
STAT3_pY705-R-V	0.18889634	-0.209975553	0.319568462	-0.050856563	-0.730832067	0.289581044	0.80573431	0.422342908	-0.12967496	-0.036012534	0.094370778	-0.708286924	0.235053548	-0.518913912	0.262448538	0.272477687	-0.12012751	-0.186923733	0.067287347	-0.467046137	-0.259996527	-0.077230977	0.108690195	0.020339655	0.046188753	0.111634933	0.118381518	-0.298905849	0.159909313	-0.005496999	-0.208362958	0.18505399	0.095620112	0.119358999	0.032026474	0.298442062	0.490596529	0.220861285	-0.466078634	-0.353565762	-0.309183353	0.310437525	-0.254374599	0.414854066	-0.424286645	0.03595667	-0.077419375	-0.379190144	-0.23462874	0.23682791	0.295323051	-0.125271723	-0.20511579	0.14936859	-0.130706024	0.069444772	0.146637428	-0.484787067	-0.28722424	-0.001845428	-0.113623875	-0.28484635	0.33190509
STAT5-alpha-R-V	-0.051860331	0.167371476	-0.127909001	0.287123401	-0.147769233	-0.468240667	0.730031073	-0.421173977	-0.679133398	-0.407344725	-0.085434878	-0.809436306	-0.101863354	-0.256330699	0.156297476	-0.19696444	-0.408177925	0.201756345	-0.235227582	-0.459161497	-0.337261958	-0.061447113	-0.416561137	-0.148062624	-0.245752369	0.400445748	-0.221888968	-0.02987601	0.216592793	0.021049984	0.023296714	-0.098710737	0.210620657	0.647424682	0.385930304	-0.267866738	-0.121757217	-0.352107468	-0.86519052	-0.70379899	-0.388473446	-0.669504267	0.258328436	-0.004429122	0.093640376	0.111821189	0.153320852	-0.454380655	-0.98850674	0.311771147	-0.042249595	0.005561565	-0.304262997	0.093241941	-0.366464041	-0.084889691	0.528975273	-0.211309151	0.063549197	-0.009775394	-0.067958895	-0.002503062	-0.314041566
Stathmin-R-V	-0.19485275	0.141991061	-0.13929488	-0.092137738	0.010180306	0.104232243	-0.111172722	0.083705345	0.071953581	0.022384099	-0.138902672	0.215526395	0.005108893	-0.068328272	0	-0.10614514	0.125421164	-0.199162032	-0.073446591	0.039110487	-0.003510463	-0.074869055	-0.073896342	0.24868589	-0.083125312	-0.134616708	-0.121993289	-0.150463505	0.186586847	-0.139946177	0.132145952	-0.169041904	-0.181189751	-0.058450711	-0.202637111	-0.155276287	-0.13833758	-0.057850473	0.316034522	0.119459201	0.042838639	0.278260903	-0.042947694	-0.014200726	-0.1653596	-0.300855158	-0.241583606	0.32617917	0.319437948	-0.120348749	-0.195228006	0.073459788	-0.065312598	-0.106486708	0.171211442	-0.101345515	0.056414406	0.078468121	0.03849949	-0.057721599	0.010121836	-0.070946392	-0.087243647
Syk-M-V	0.809366976	-0.139157538	-0.416350152	-0.253099857	0.312053032	-2.015373672	0.251034194	-1.037140497	-0.976949018	-0.001008068	-0.082040977	-0.228889771	1.151000033	0.036002274	0.392428198	-0.044283552	-0.273728699	0.694889639	1.175381704	-0.158747705	-0.606873129	0.381572213	-0.04396012	0.087806302	0.069184129	0.132295543	0.078676947	-0.156822882	0.338508316	0.612377135	0.72535554	0.091746887	0.668274804	0.529072591	0.923345716	-1.480503143	-0.688714573	-0.447878291	-0.404218464	-0.059805796	0.165385607	-0.659037879	0.422173701	-0.271066381	0.14591998	0.084956338	1.149780518	0.222199139	-0.712511161	-0.206513645	-1.306455108	0.697733353	0.102891722	-0.205999348	0.266198953	-0.949356552	0.254885603	0.66503229	-0.001791521	0.044027665	-0.304269935	0.387487802	-1.069939142
TAZ-R-V	0.052301905	-0.059379651	0.099292125	-0.053381986	-0.186902309	0.031268764	0.053089093	0.067491123	0.041464178	0.232341564	0.042545946	0.074182445	0.170900105	-0.016971333	0.042978585	0.060445662	0.147968272	-0.104448526	0.038093883	0.105863083	0.050367316	-0.002653765	0.084136177	0.221565365	-0.035320195	-0.038793458	0.013921067	-0.013356517	0.11160512	0.014486531	0.165906584	0.102643682	-0.008834154	0.122277837	0.013463062	0.031211126	-0.035132115	0.107208825	0.300108185	-0.014785533	0.016809811	0.266114532	-0.048818188	0.006951233	0.174757212	-0.182338435	0.044240497	0.099674177	0.185365626	0.040993439	0.024526594	-0.046249056	0.00827318	-0.019889646	0.182732391	0.089748483	0.058187725	0.105806714	0.089107716	0.127879646	0.087177066	0.069481606	0.03133612
TFRC-R-V	-0.139144795	1.852184494	-0.381418703	-0.355636523	-0.697845959	0.048315616	-0.6172109	-0.702309684	0.86753897	0.33138859	-0.390741801	1.614840622	-0.433483929	2.185168553	-0.724894539	-0.539147184	0.213330689	1.00955772	-0.090916303	-0.148815836	0.204419644	0.311666061	-0.090305673	-0.547909864	0.051994611	-0.449788712	-0.295277246	-0.054154652	-0.348749607	0.145778293	-1.357164078	-0.405875843	0.359015828	-0.065459596	0.383461408	-0.529807959	-0.546204596	0.211691935	0.181757969	1.276336391	0.176812115	0.043558456	-0.159351221	-0.633543869	1.619083384	0.104687493	-0.635238125	0.567077984	0.676366242	-0.548001359	-0.380071718	-0.874384546	0.409730797	-0.578175256	-0.334825967	0.820130151	1.77053683	0.055960734	0.770220704	-0.462580083	-0.519564612	0.185124965	-0.549987696
TIGAR-R-V	-0.176970352	0.023508863	-0.373719995	-0.102242658	0.179982807	0.00711919	0.149063573	-0.281379282	-0.053501699	0.510518882	-0.290251042	0.311045262	0.053957368	-0.084368793	-0.058519849	-0.091731606	0.051022695	-0.097704836	-0.095783195	0.126101072	0.203815625	0.180995928	-0.199879537	0.134020825	-0.023188481	-0.212149061	-0.043282816	-0.143116643	0.346686594	-0.261225391	0.1141617	-0.302914345	0.067408383	0.10761583	0.272771784	-0.302773565	-0.372917676	-0.204097024	0.347882072	0.243137945	0.05659354	0.08901756	0.085423621	-0.030311143	-0.018767343	-0.205778251	-0.084696433	0.175504146	0.266024127	-0.140128044	-0.30739889	-0.116732428	0.035528388	-0.067031426	0.067966716	-0.099705811	0.183734267	0.397636761	0.163167719	-0.195860728	-0.052516004	0.103308549	-0.314507204
Transglutaminase-M-V	-0.106044032	0.094972754	-0.117011027	-0.232438266	-0.065799678	-0.077266329	-0.078376856	-0.242880604	-0.086040814	1.098816107	-0.19098716	-0.219434295	0.059996854	0.147758089	0.014485328	-0.079659406	0.056916464	-0.02532221	-0.242363228	-0.10206671	0.020603755	0.08236572	-0.080927372	0.051388228	-0.039778981	-0.31371694	-0.096344021	0.070703304	0.021011625	-0.055264365	0.002811393	-0.114266411	0.010427456	0.184321871	0.027088929	-0.220263563	-0.141349198	-0.09353617	-0.079429743	-0.149128574	-0.044653759	-0.123049281	0.124805182	-0.111629527	-0.066568458	-0.277438293	-0.119974626	-0.057406102	-0.108655612	-0.128812427	-0.210235718	-0.091954923	-0.152773455	-0.017634148	-0.101788586	-0.238839236	0.019709894	-0.255323032	-0.076674714	0.12147144	-0.10476973	-0.187620687	-0.233408659
TSC1-R-C	0.115647424	-0.243493791	-0.523784585	0.063216347	0.10991261	-0.186047302	0.292238772	-0.680824154	-0.858031724	0.337874184	0.082050539	0.15933783	0.390913918	-0.032552407	0.191953624	-0.342776176	-0.199535186	0.202006521	0.132909273	-0.023318387	-0.015283275	-0.098392757	-0.271810278	0.116785927	-0.045416287	-0.086759959	-0.167508984	0.003678979	0.005396144	-0.281718183	0.020067444	-0.171664625	0.133308518	0.109404234	0.54663396	-0.630487131	-0.387077424	-0.320774088	-0.157138268	-0.062790099	-0.316542837	-0.512644892	0.117298079	-0.100129191	0.182715754	-0.161366586	0.25077625	0.169796347	-0.691425098	-0.122527116	-0.210186154	0.033274464	-0.056462058	-0.023762467	-0.128059144	-0.329984759	0.564126186	0.218623783	0.202303881	-0.081133461	-0.602382021	0.2897599	-0.506106933
TTF1-R-V	-0.0155503	-0.067223064	0.29795275	0.048381958	-0.305664984	0.182156524	-0.135698437	0.421220519	0.102053744	-0.275582031	0.101675332	-0.039566092	-0.099094893	-0.21935203	-0.014472898	0.228782059	0.106802798	-0.127338482	0.098323859	-0.097884975	0.017527087	-0.020389094	0.161464468	0.124404587	-0.048773926	0.027218797	0.149073061	-0.073134928	0.025710005	0.179925045	0.043765641	0.229214506	-0.352416638	-0.121078695	-0.367268879	0.36362878	0.377474603	0.259510992	-0.016621924	-0.119595045	-0.033130859	0.269310544	-0.191968198	0.262307674	-0.097354269	0.016499117	-0.059343305	0.116005752	0.175588062	0.178972204	0.202212118	0.264004634	0.140787033	0.02578849	0.034458474	0.233300238	-0.353579851	-0.064106969	-0.233344758	0.078851484	0.064283721	-0.038592318	0.399813696
Tuberin-R-E	0.382109057	-0.468325822	-0.539695542	-0.057258091	-0.045748859	-0.334929964	0.536320694	-0.705174668	-0.970526659	-0.658624612	0.074292827	-0.080372553	0.735551362	-0.151190474	-0.145868944	-0.137410387	-0.339404639	0.552679131	0.26566276	0.012263817	-0.436952696	-0.429647156	-0.084559346	0.063161836	0.045674447	0.092877659	0.170089553	0.216415373	0.002261293	0.139429626	0.170932292	0.183027672	0.621027775	-0.22864045	0.786709351	-0.775387983	-1.015340044	-0.214561648	-0.202022743	0.046732355	-0.218242036	-1.621962252	0.117298079	-0.328673373	0.487852575	0.039514178	0.49073726	-0.154179248	-0.465680591	-0.332177942	-0.245586356	0.461301301	-0.076526222	0.137032071	-0.254028733	-0.507798381	-0.583117148	0.465861643	0.158451627	0.10114555	-0.694838735	0.305001523	-0.180737015
Tuberin_pT1462-R-V	0.112790192	-0.098460093	0.160755505	-0.162139676	-0.460948815	0.06337165	0.278317917	0.29974919	0.033664759	-0.565349378	-0.023502691	-0.220564169	0.054592285	-0.145834534	0.029014783	0.179275414	0.056001374	0.161750321	-0.00252309	-0.434852194	-0.352916	-0.119198322	-0.030356041	-0.045362517	-0.064374735	0.076228815	0.182382978	0.100218035	-0.091968913	0.126915283	-0.004118832	0.26112853	0.282647818	-0.190458009	0.227754455	0.06172541	0.147602509	0.114409862	-0.347311048	-0.231162154	-0.035918761	0.014110261	-0.073008332	0.035364665	-0.057655661	0.098498126	0.102256491	-0.403208991	-0.165671477	-0.043316701	-0.02819602	0.229411462	-0.135020402	0.011259586	-0.188064872	-0.16168202	-0.654352315	0.042763549	-0.26874313	-0.017023744	-0.076281878	-0.114773928	0.112176036
VEGFR2-R-V	0.230540838	0.146780334	-0.900823469	-0.111493922	0.127391803	-0.498290711	0.207157131	-1.009003032	-0.285071016	0.071577136	-0.031774866	-0.111210122	-0.078080144	0.01408431	-0.037965197	-0.090308494	0.218647007	0.314064788	0.004507876	0.475248193	0.266842681	-0.118753187	0.243606936	-0.207251182	0.32507002	-0.422528805	-0.144965951	0.321284284	-0.435937896	-0.126564289	0.202309269	-0.396204946	-0.040690702	0.228349324	0.17993283	-0.933699945	-0.658125662	-0.068075517	0.416852085	0.245983297	-0.044975013	-0.192733624	0.503635486	-0.513945412	0.515495828	0.023291325	-0.1883317	0.591414517	-0.304943224	-0.016589726	-0.188641371	0.248426719	-0.23726796	-0.183680823	0.506983023	0.20683457	0.154145148	0.289572724	0.198015128	-0.037682372	-0.210900755	0.008982027	-0.996656216
EPPK1-M-E	0.486828713	-0.376032771	1.013023391	-0.14128816	0.569074045	0.085165938	-0.865087429	0.688172912	-0.212975109	-0.972460376	0.320298883	-0.267886501	0.43974983	-0.311103173	0.554957676	0.309468398	-0.401019591	-0.488480093	0.007943724	-0.573082688	-0.52096458	0.590811121	0.377349989	-0.23700454	-0.080668432	0.911732306	0.274578739	-0.123800451	0.877674286	0.300572452	0.236559008	0.430346756	-0.810040653	-0.339813934	-0.395655134	0.753152019	0.857752838	0.609945914	-0.63616902	-0.716459864	-0.122033828	-0.03809082	-0.247783783	0.499045058	0	0.403224091	0.789214723	-0.268148345	-0.378541192	0.461193482	0.43773924	-0.13989763	-0.100749941	0.193692292	-0.081176778	0.048298675	-1.225794509	-0.803146258	-0.013047302	0.79677362	0.179011839	-0.427235636	0.856990819
XBP1-G-C	-0.1913068	0.478573061	0.057886456	0.044334141	-0.354761711	-0.014346174	0.158881137	0.076750348	0.666412973	-0.480623567	0.057722536	-0.259328259	-0.165589111	0.101632397	-0.160575048	0.245550338	0.221341474	-0.209911194	-0.141365972	0	0.137093766	-0.180552316	-0.075615441	-0.086748791	0.046953587	-0.195083571	-0.111823426	0.018247533	-0.292817152	0.039044158	-0.303635716	0.090968397	-0.460891091	-0.099570815	-0.350289706	0.124339508	-0.042390109	0.133322745	0.374621256	0.119530713	-0.196676721	-0.104984625	0.269281671	0.106097241	-0.016707365	-0.158260426	-0.247909398	0.011857076	0.006873386	0.128402539	0.028992903	-0.179583517	-0.223586095	-0.017634148	-0.104383009	0.256736107	-0.533974173	-0.318759095	-0.291432389	-0.096158081	0.384524809	0.049915316	0.184484176
XRCC1-R-E	-9.49E-05	-0.19984832	0.261555982	0.065668748	-0.367009861	-0.008452829	0.111865285	0.322540598	-0.029709289	0.321444573	0.11559597	-0.596585617	-0.040361662	-0.16146554	0.051631586	0.239068522	-0.209542509	-0.001006965	0.120821728	-0.298012665	0.013526856	-0.124866101	-0.024358497	0.011391971	-0.062772512	0.038000544	0.209090653	0.049880285	-0.124918465	0.085025308	-0.203957874	0.040831909	-0.269494282	-0.133884646	-0.284531458	0.33529053	0.285480816	0.112867108	-0.275213844	-0.458558085	-0.004054479	0.258033114	-0.111674376	0.075884668	-0.009829545	0.121964661	0.079102128	-0.063216601	-0.193223394	0.095253357	0.255061677	0.138397538	0.015581523	0.136644976	-0.151513767	0.109282527	0.107787547	-0.252897099	-0.381084948	-0.08062355	-0.046133804	-0.05654467	0.309637315
YAP-R-E	-0.092070634	0.145231121	-0.214600111	0.046402102	0.373969048	0.200624464	-0.008863124	-0.304376963	0.128458949	0.361120091	-0.162347506	0.534527541	-0.193121805	0.101363694	-0.20437538	-0.075842458	0.104566533	-0.063872003	0.034254831	0.196619531	0.187469526	0.077586674	-0.163242426	-0.134668652	0.099359065	-0.032218755	-0.228329411	0.004688351	0.104608547	-0.098603125	-0.020716569	-0.236280042	0.082751565	-0.147252777	0.145702882	-0.233977779	-0.283867758	0.021894881	0.465908708	0.495236686	0.06657491	0.013030289	0.065578873	-0.033562483	-0.235314357	-0.226180708	-0.058699314	0.101214915	0.125106253	-0.078678225	-0.217027822	-0.17204865	0.109151264	-0.141260794	0.201013808	-0.235471795	0.375376188	0.193277352	0.337489034	-0.191579544	0.285152507	0.063066908	-0.21014829
YAP_pS127-R-E	-0.198196519	0.330293394	-0.617250976	-0.062015456	0.710051075	0.57598842	0.318144961	-0.572054695	0.012899409	0.104055577	-0.007196332	0.35057219	-0.273310235	0.235053558	0.148108573	-0.025244037	0.076149123	0.115790598	0.297506933	-0.228300479	0.259479963	0.187010568	-0.37724285	-0.64582201	0.094711822	0.225199035	-0.147366658	0.002978025	0.360189902	-0.073052027	-0.065074091	-0.246542435	0.256009502	0.206958442	0.476214959	-0.581129435	-0.353501827	-0.199203566	-0.248666614	0.583434914	0.180733247	-0.358391224	0.030262744	-0.4278934	-0.605295391	-0.131614698	-0.044338609	-0.547298326	0.00787964	-0.410716983	-0.345067239	-0.218429294	0.182663848	-0.474248482	0.218805518	-0.622284554	0.730203034	0.335617684	0.192310107	-0.302858912	0.351727089	-0.123345962	-0.569518369
YB-1-R-V	-0.091771655	0.527855237	-0.382197231	0.008427099	0.281137588	-0.116519809	-0.015235267	-0.420912012	0.185682475	0.807305908	-0.110369426	-0.071963372	-0.309074162	0.254599641	-0.30606401	-0.082910927	-0.347024664	-0.222574505	0.007800561	0.335162969	-0.092474427	0.02159728	-0.17041661	-0.205102392	0.039441458	-0.219916945	-0.383057483	0.091344865	-0.172491425	-0.093254271	-0.378957196	-0.21994439	0.135509462	-0.002712133	-0.001133781	-0.080795281	-0.403849408	0.13006312	0.271693575	0.202479531	0.007792659	-0.565662786	0.142106497	-0.190806695	-0.009979679	-0.376660865	-0.00743462	0.175470699	0.116280758	-0.131544379	-0.172550711	0.120017387	0.010436742	-0.364394354	-0.54978038	0.267257221	0.381594003	0.119790265	0.227732256	-0.068450894	0.243105802	-0.040940302	-0.240915019
YB-1_pS102-R-V	0.00774072	0.25977836	-0.147724004	0.203609508	0.023837854	-0.003783678	0.218065672	-0.032944789	-0.101640117	0.122508871	-0.084016229	0.073407924	-0.025792157	-0.061374316	0.227546507	0.073404943	0.031632543	-0.106004854	-0.009440249	-0.02010626	0.161870311	0.097704002	-0.094084399	0.110777971	-0.016762428	-0.089872812	-0.044168877	0.013445202	0.081877895	-0.08321799	0.122704956	-0.147938036	0.123628766	0.026836137	0.005783834	-0.159831844	-0.034849859	-0.192119111	0.136610782	-0.067847969	-0.027555394	0.108993142	-0.10952105	-0.053277505	0.071434839	-0.123270578	0.072824427	0.08995322	0.087086497	-0.068642708	-0.082275679	0.017231526	-0.024939801	-0.060711318	0.088609481	-0.241386869	0.136985425	0.039227357	-0.043712355	0.012632854	0.134351276	-0.019919245	-0.132114827
A-Raf-R-V	-0.001378178	-0.139157538	-0.467545118	0.034266918	0.352280449	-0.344292525	0.146010036	-0.842767113	-0.320696484	-0.095841076	0.060194183	0.162944797	0.163237231	0.320870258	-0.159938584	-0.16137588	0.146964822	0.228634975	-0.059826943	0.127455223	-0.162221529	0.056686074	-0.060209477	0.144659868	-0.059222602	-0.198603667	-0.268803001	0.301180843	0.16842664	0.085930613	0.318681175	-0.027782617	0.270337601	0.23474471	0.434080414	-0.666380632	-0.99984408	-0.271169684	0.250775463	0.252970288	0.023152371	-0.469929508	0.130881663	-0.027521165	0.436822849	-0.196183423	-0.011587718	0.226180644	-0.153870206	-0.000620482	-0.325467394	0.122182955	0.074111898	-0.217918059	0.19026255	-0.013034326	0.090798922	0.130847839	0.237695626	-0.123130988	-0.613987305	0.438189169	-0.975814931
ARID1A-R-C	0.037370938	0.546348666	-0.179676327	-0.185861666	0.503646558	-0.301548388	0.108050447	-0.388624063	-0.467442277	0.968613783	-0.018553107	-0.244310735	-0.28840591	0.138413093	-0.325989046	-0.210654752	-0.263184732	0.065844618	0.075018869	0.071658248	-0.155368468	-0.029752559	-0.210465442	-0.13116609	-0.105747167	0.244234318	-0.262203874	0.180309622	0.007121794	0.021326484	-0.508163938	-0.055098623	0.065466831	0.360716943	0.150715716	-0.171366697	-0.425018404	-0.06935745	0.196737074	-0.520020462	-0.122966829	-0.470557264	0.228529031	0.010142599	0.13867924	-0.386382644	0.076998183	0.040426381	-0.751584896	-0.285137535	-0.210407336	-0.143453569	0.06619825	-0.105345749	-0.288123971	0.208993728	0.813277311	0.144878547	0.461864078	0.021393327	-0.718028957	0.190379073	-0.431761753
B-Raf_pS445-R-V	0.336288743	-0.087851107	-0.455205287	0.743062675	-0.127913179	-0.433248552	0.347312629	-0.61535536	-1.112429327	0.158878847	0.077553646	-1.161441447	0.652305336	0.764540048	0.148016256	0.068329774	-0.434425828	0.621449415	0.297692302	-1.208283402	-0.809477754	-0.047400447	-0.888972345	-0.778117473	-0.142279504	0.429890737	0.031501699	0.491814726	0.327238188	0.172380497	0.063170107	0.236202567	0.778413395	0.138403262	0.851886047	-0.590909655	-0.44284572	-0.254679922	-1.412637873	-0.484492468	-0.543140453	-0.68169844	-0.293141986	-0.292567426	0.411996239	0.372646037	0.318555378	-1.55416989	-0.587719884	-0.393472364	-0.717837925	0.27011171	-0.356282579	0.040970726	0.158385419	-1.093937709	-0.430852102	0.303499148	0.356538754	0.445218473	-0.531128809	-0.430590261	-0.692386315
Bcl2A1-R-V	-0.052160922	0.203286044	-0.486748953	-0.077156655	0.285933769	0.208340174	0.090766129	-0.033503884	0.033554884	0.179086946	-0.109926575	0.530092956	0.094951497	0.185722785	0.06046404	-0.361422708	0.298041742	-0.109147531	-0.164579609	0.274817505	0.202643133	0.321317357	0.082508912	0.39146381	-0.083993221	-0.240562761	-0.188951952	-0.081487997	0.204995174	-0.352089575	0.329018443	-0.361284722	0.175738343	0.108767258	0.059883457	-0.608466128	-0.653833811	-0.265923379	0.608547693	0.46021434	0.150319939	0.154543263	0.092633908	-0.114410664	-0.028928585	-0.411551818	-0.131162141	0.519634775	0.415843299	-0.259069061	-0.45962047	0.29235096	0.107336788	-0.06678204	0.258696334	0.002458234	0.70584173	0.378698558	0.227732256	-0.173971134	0.161684326	0.034996682	-0.687766095
BRD4-R-V	0.409375107	0.696208092	-0.492524977	-0.14128816	0.89727487	-0.502330788	-0.030101393	-1.214368193	-0.371802144	1.157019869	0.310489041	0.238501268	-0.236385435	0.323159103	-0.060433887	-0.486374485	-0.559226348	0.061680499	0.535812882	0.306691044	-0.242594106	-0.030328904	0.011176584	0.215719685	-0.187357606	0.614561729	-0.667274925	0.164108456	-0.223155413	-0.039059587	-0.27467184	-0.367972066	-0.164575669	0.174019906	-0.186302113	0.156834677	-1.021382222	-0.166615309	-0.247821474	-0.333895013	-0.231322534	-0.884664626	0.19113931	-0.048045078	0.42523186	-0.034941669	0.259309316	0.235123132	-0.86248007	-0.305183847	-0.180289122	-0.044818884	0.224327873	-0.121909811	-0.178459141	0.703325045	1.019517916	0.286021972	0.358307522	-0.178198902	-0.38646488	0.215998961	-0.965169585
c-Abl-R-V	0.06492809	-0.026292313	-0.378014068	-0.14128816	0.12306352	-0.132143467	0.166325426	-0.376754682	-0.161906707	0.303501782	-0.060047995	0.080136279	0.290525819	-0.037322017	0.045273931	-0.092552634	-0.119245491	0.050875424	-0.045752266	-0.039204134	-0.183487378	0.043071095	-0.081793696	0.485206462	0.010062946	-0.13102423	-0.226908039	0.090907335	0.056092954	-0.159640852	0.054664037	-0.259151376	0.038404025	0.162303441	0.184778701	-0.483481323	-0.217498061	-0.135812038	-0.048098665	-0.109069836	0.0121605	-0.005325035	0.095459313	-0.091967467	0.05401846	-0.378687032	0.157252631	-0.116506361	-0.137934773	-0.087115002	-0.101843431	-0.135986337	0.157349461	-0.089991885	-0.05978099	-0.106851868	0.234368698	0	0.13000079	0.194294795	-0.241993481	0.111205691	-0.436125987
Caspase-3-R-C	-0.054252529	0.228870085	-0.033424587	-0.0324265	0.240416043	0.06337165	-0.252896007	-0.057388222	-0.03957544	0.139572371	0.047519239	0.107538324	0.081561384	0.078621454	0.074872076	-0.038554054	0.132653756	0.032912234	-0.080712976	0.040010675	0.037021143	0.090995095	0.127220529	0.156695302	0.044519715	-0.002469171	-0.220995529	-0.018656878	-0.15574043	-0.046992907	0.027973599	0.005985001	-0.239614808	-0.080491247	0.03029955	0.034703196	0.022474494	0.115757083	0.251724804	0.172514409	0.083857015	-0.014216409	0.054757995	0.073341743	0.054433416	-0.136595559	0.03593344	0.089308496	0.112411735	0.023088994	0.082278087	-0.071962039	0.042577512	0.009484774	0.071583395	0.129484306	0.286161997	-0.144339512	0.075885676	0.073343764	-0.036374146	0.074465664	0
Chk1_pS296-R-V	-0.104960661	0.148510261	-0.513905826	-0.008016194	0.45195758	-0.056403618	0.075881215	-0.391864329	0.065473208	0.232341564	-0.100738084	0.52787367	0.238667099	-0.022584568	0.125609049	-0.28799937	0.159695508	-0.211228402	-0.223290985	0.249590373	0.150641075	0.083488401	0.048726508	0.316956106	-0.017702527	-0.135776929	-0.364939254	-0.076767077	0.191067794	-0.31605197	0.334657851	-0.35227441	-0.028505118	0.030546416	0.110733797	-0.517864306	-0.584199368	-0.292262206	0.539081557	0.366362137	0.137098256	0.106317651	0.106443012	-0.092653423	0.0664625	-0.267034673	-0.134406153	0.273437042	0.302686654	-0.084562746	-0.287706835	0.027143565	0.022859981	-0.166407261	0.190374989	0.041157953	0.375500344	0.222031012	0.305538826	-0.002857608	0.061442425	0.086507211	-0.635284903
